City_ID,City,Country,Lat,lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Ulagan,RU,50.6321,87.9563,32.29,46,19,0.09,few clouds
346,Lorengau,PG,-2.0226,147.2712,85.17,72,100,11.9,overcast clouds
347,Kitimat,CA,54.0524,-128.6534,55.9,43,100,2.77,overcast clouds
348,Kahului,US,20.8947,-156.47,78.96,90,72,5.99,broken clouds
349,Gushikawa,JP,26.3544,127.8686,87.8,70,40,9.22,scattered clouds
350,Udachnyy,RU,66.4167,112.4,28.45,92,100,14.88,overcast clouds
351,Muroto,JP,33.2833,134.15,74.68,78,95,14.25,overcast clouds
352,Uray,RU,60.1247,64.7758,43.99,89,89,4.54,overcast clouds
353,Charters Towers,AU,-20.1,146.2667,83.48,41,51,12.8,light rain
354,Bathsheba,BB,13.2167,-59.5167,81.21,83,40,32.21,scattered clouds
355,Leshukonskoye,RU,64.8989,45.7622,42.57,98,100,4.56,overcast clouds
356,Tuy Hoa,VN,13.0833,109.3,80.47,85,100,4.14,overcast clouds
357,Anacortes,US,48.5126,-122.6127,59.61,89,0,5.75,clear sky
358,Teya,RU,60.3778,92.6267,33.58,82,100,10.42,overcast clouds
359,Eirunepe,BR,-6.6603,-69.8736,75.34,80,83,0.81,broken clouds
360,Victoria,HK,22.2855,114.1577,88.18,77,35,5.01,scattered clouds
361,Arona,ES,28.0996,-16.681,75.9,69,20,12.66,few clouds
362,Maridi,SS,4.9158,29.4742,67.32,96,100,2.57,overcast clouds
363,Dingle,PH,10.9995,122.6711,85.55,73,100,8.72,overcast clouds
364,Naruja,GE,41.9069,41.9542,61.12,94,100,1.61,overcast clouds
365,Indianola,US,41.3581,-93.5574,67.87,61,100,9.66,overcast clouds
366,Poronaysk,RU,49.2167,143.1167,44.71,39,44,15.46,scattered clouds
367,Port Blair,IN,11.6667,92.75,81.66,78,100,6.35,overcast clouds
368,Sciacca,IT,37.5082,13.0881,67.03,80,1,5.46,clear sky
369,Codrington,AU,-38.2667,141.9667,52.97,95,100,16.75,light rain
370,Vao,NC,-22.6667,167.4833,68.95,59,3,8.12,clear sky
371,Kattivakkam,IN,13.2167,80.3167,84.29,73,100,5.06,moderate rain
372,Zhuhai,CN,22.2769,113.5678,90.86,79,20,5.75,few clouds
373,Emba,KZ,48.8264,58.1442,40.68,27,3,8.23,clear sky
374,Gornopravdinsk,RU,60.05,69.9,43.07,91,100,5.14,overcast clouds
375,Hollister,US,36.8525,-121.4016,73.38,64,0,8.05,clear sky
376,San Cristobal,VE,7.7669,-72.225,73.58,97,100,1.61,overcast clouds
377,Soeng Sang,TH,14.4264,102.4606,78.69,87,100,4.76,light rain
378,Cabedelo,BR,-6.9811,-34.8339,75.87,80,44,9.1,scattered clouds
379,Damietta,EG,31.4165,31.8133,74.53,79,0,5.48,clear sky
380,Vanimo,PG,-2.6741,141.3028,87.4,63,100,8.19,overcast clouds
381,Mezen,RU,65.8522,44.24,40.57,98,100,5.21,overcast clouds
382,Saint-Paul,RE,-21.0096,55.2707,68.11,78,0,2.13,clear sky
383,Channel-Port Aux Basques,CA,47.5702,-59.1367,51.44,75,92,1.74,overcast clouds
384,Stornoway,GB,58.2093,-6.3865,49.96,89,100,11.5,overcast clouds
385,Beringovskiy,RU,63.05,179.3167,43.07,74,97,18.39,overcast clouds
386,Coahuayana,MX,18.7333,-103.6833,77.05,89,40,0.85,scattered clouds
387,Phibun Mangsahan,TH,15.2447,105.2291,85.08,76,100,2.64,overcast clouds
388,Lompoc,US,34.6391,-120.4579,69.94,90,100,10.36,overcast clouds
389,Westport,US,41.1415,-73.3579,58.08,88,100,19.57,overcast clouds
390,Tromso,NO,69.6496,18.957,46.38,70,100,2.3,overcast clouds
391,Saint Anthony,US,45.0205,-93.218,68.94,58,0,8.05,clear sky
392,Vila Franca Do Campo,PT,37.7167,-25.4333,70.2,91,42,4.38,scattered clouds
393,Port Hardy,CA,50.6996,-127.4199,61.02,79,95,7.31,overcast clouds
394,Boda,CF,4.3189,17.4695,67.96,97,100,1.59,overcast clouds
395,Mao,ES,39.8885,4.2658,66.76,82,0,4.61,clear sky
396,Savannah Bight,HN,16.45,-85.85,82.71,69,100,8.52,overcast clouds
397,Santa Vitoria,BR,-18.8386,-50.1214,72.07,80,12,3.91,few clouds
398,Verkhneye Dubrovo,RU,56.7528,61.0468,36.79,100,0,0.0,clear sky
399,Sistranda,NO,63.7256,8.834,49.96,79,25,15.64,scattered clouds
400,Najran,SA,17.4924,44.1277,68.4,24,74,3.38,broken clouds
401,Imbituba,BR,-28.24,-48.6703,57.45,82,35,3.76,scattered clouds
402,Mugumu,TZ,-1.85,34.7,65.37,68,97,4.32,overcast clouds
403,Tevaitoa,PF,-16.7833,-151.5,78.15,73,44,26.08,light rain
404,Goure,NE,13.9835,10.2704,85.93,40,56,7.49,broken clouds
405,Lerwick,GB,60.1545,-1.1494,53.6,76,100,15.77,overcast clouds
406,Mtwara,TZ,-10.2667,40.1833,72.34,86,76,5.59,broken clouds
407,Camalu,MX,30.85,-116.0667,69.85,81,13,6.49,few clouds
408,Rudbar,AF,30.15,62.6,69.39,26,0,6.82,clear sky
409,Lata,PT,40.1629,-8.3327,56.91,66,0,2.51,clear sky
410,Tiarei,PF,-17.5333,-149.3333,84.22,73,33,25.17,scattered clouds
411,Kutum,SD,14.2,24.6667,72.95,63,19,3.76,few clouds
412,Kokkola,FI,63.8385,23.1307,39.92,96,0,6.91,clear sky
413,Dvinskoy,RU,62.1535,45.1175,46.38,95,99,8.05,overcast clouds
414,Inverell,AU,-29.7833,151.1167,70.11,56,100,8.99,overcast clouds
415,Kovur,IN,14.4833,79.9833,81.43,76,100,3.47,light rain
416,Fairbanks,US,64.8378,-147.7164,55.4,47,75,6.91,broken clouds
417,Zhangjiakou,CN,40.81,114.8794,43.52,23,53,3.58,broken clouds
418,Maymyo,MM,22.0333,96.4667,71.91,85,24,2.48,few clouds
419,La Asuncion,VE,11.0333,-63.8628,79.95,81,87,4.05,overcast clouds
420,Svetlyy,RU,54.675,20.1347,53.65,87,100,11.65,overcast clouds
421,Fare,PF,-16.7,-151.0167,78.04,71,14,25.17,few clouds
422,Sorong,ID,-0.8833,131.25,83.32,72,76,4.56,broken clouds
423,Kollam,IN,8.8833,76.6,78.12,85,100,8.32,overcast clouds
424,Havre-Saint-Pierre,CA,50.2334,-63.5986,46.76,93,100,5.75,overcast clouds
425,Batticaloa,LK,7.7102,81.6924,81.28,67,100,0.81,overcast clouds
426,Sohagpur,IN,22.7,78.2,74.61,93,100,0.96,overcast clouds
427,Katrineholm,SE,58.9959,16.2072,55.72,88,100,9.98,overcast clouds
428,Yuanping,CN,38.7153,112.7575,48.7,36,99,2.66,light rain
429,Skibbereen,IE,51.55,-9.2667,55.11,93,100,14.27,overcast clouds
430,Stokmarknes,NO,68.5646,14.9108,49.98,81,100,13.8,light rain
431,Nova Granada,BR,-20.5339,-49.3142,72.36,77,38,2.04,scattered clouds
432,Huilong,CN,31.8111,121.655,69.93,61,100,15.73,overcast clouds
433,Nara,JP,34.6851,135.8049,69.96,75,96,8.7,overcast clouds
434,Meadow Lake,US,34.8014,-106.5436,60.78,74,100,2.8,overcast clouds
435,Dwarka,IN,22.2394,68.9678,80.82,71,52,9.66,broken clouds
436,Wuwei,CN,37.9281,102.6414,45.1,78,100,2.04,overcast clouds
437,Aitape,PG,-3.1374,142.3475,87.17,66,96,8.25,overcast clouds
438,Rocha,UY,-34.4833,-54.3333,48.76,93,0,4.38,clear sky
439,Rincon,US,32.296,-81.2354,62.85,72,20,0.0,few clouds
440,Kaya,BF,13.0917,-1.0844,80.17,71,11,9.69,few clouds
441,Shvartsevskiy,RU,54.0961,37.9917,43.61,91,100,10.22,moderate rain
442,Auki,SB,-8.7676,160.7034,86.7,56,13,8.9,few clouds
443,Saint George,US,37.1041,-113.5841,82.94,29,0,3.44,clear sky
444,Itaituba,BR,-4.2761,-55.9836,77.07,70,9,0.74,clear sky
445,Puerto Madero,MX,14.7208,-92.4215,80.8,100,75,0.0,broken clouds
446,Barra Patuca,HN,15.8,-84.2833,77.07,88,100,8.08,overcast clouds
447,Ancud,CL,-41.8697,-73.8203,46.92,92,20,4.72,few clouds
448,Gamba,GA,-2.65,10.0,74.46,85,96,4.9,overcast clouds
449,Sibolga,ID,1.7427,98.7792,75.43,92,100,3.74,light rain
450,Bellmead,US,31.594,-97.1089,75.78,37,0,6.91,clear sky
451,Waddan,LY,29.1614,16.139,67.55,71,0,5.08,clear sky
452,Matara,LK,5.9485,80.5353,79.48,83,100,13.06,overcast clouds
453,Takoradi,GH,4.8845,-1.7554,74.88,94,85,6.33,overcast clouds
454,Foggia,IT,41.45,15.5333,56.84,63,4,4.72,clear sky
455,Cam Ranh,VN,11.9214,109.1591,85.96,66,40,6.91,scattered clouds
456,Ushtobe,KZ,45.2514,77.9838,45.46,26,54,9.84,broken clouds
457,Siyabuswa,ZA,-25.1132,29.0445,67.69,78,3,16.8,clear sky
458,Stade,DE,53.6,9.4833,57.97,79,100,11.07,overcast clouds
459,Buraydah,SA,26.326,43.975,75.56,24,0,8.19,clear sky
460,Seymchan,RU,62.8833,152.4333,21.4,88,100,26.82,snow
461,Balykshi,KZ,47.0667,51.8667,53.6,28,0,17.9,clear sky
462,Yulara,AU,-25.2406,130.9889,75.74,32,0,3.91,clear sky
463,Beyneu,KZ,45.3167,55.2,51.24,42,10,13.65,clear sky
464,Mwinilunga,ZM,-11.7358,24.4293,64.15,33,31,3.13,scattered clouds
465,Kapit,MY,2.0167,112.9333,73.72,99,100,1.07,overcast clouds
466,Yucca Valley,US,34.1142,-116.4322,86.13,32,10,1.99,clear sky
467,Sfantu Gheorghe,RO,45.8667,25.7833,43.27,91,81,1.7,light rain
468,Borogontsy,RU,62.6683,131.1683,29.25,56,18,9.51,few clouds
469,Gejiu,CN,23.306,103.1635,61.48,76,14,4.72,few clouds
470,Mama,RU,58.3106,112.8986,30.24,80,100,5.86,overcast clouds
471,Galveston,US,29.3669,-94.9669,77.95,69,0,5.75,clear sky
472,Ilhabela,BR,-23.7781,-45.3581,66.9,94,95,4.5,overcast clouds
473,Ust-Tsilma,RU,65.441,52.1498,41.72,99,100,3.91,overcast clouds
474,Puerto El Triunfo,SV,13.2833,-88.55,77.0,88,97,3.31,overcast clouds
475,Inhambane,MZ,-23.865,35.3833,73.92,77,73,6.15,broken clouds
476,Usuki,JP,33.1081,131.7878,73.4,78,92,11.48,overcast clouds
477,Ouallam,NE,14.3188,2.0866,87.53,54,45,8.77,scattered clouds
478,Gizo,SB,-8.103,156.8419,86.34,58,100,8.63,overcast clouds
479,Shu,KZ,43.5983,73.7614,51.48,41,21,3.51,few clouds
480,Rafaela,AR,-31.2503,-61.4867,64.99,42,0,4.0,clear sky
481,Plettenberg Bay,ZA,-34.0527,23.3716,53.22,81,0,4.21,clear sky
482,Shugurovo,RU,54.5083,52.1326,49.21,31,100,14.18,overcast clouds
483,Port Hedland,AU,-20.3167,118.5667,82.45,42,0,8.05,clear sky
484,Nishihara,JP,26.1842,127.7558,87.85,72,40,11.5,scattered clouds
485,Walker,US,30.7335,-95.5669,75.52,43,0,4.61,clear sky
486,Hirado,JP,33.3597,129.5531,73.38,76,95,21.07,overcast clouds
487,Billings,US,45.7833,-108.5007,67.77,63,0,4.61,clear sky
488,Sangin,AF,32.0728,64.8359,66.99,14,0,5.19,clear sky
489,Indiaroba,BR,-11.5192,-37.5117,73.54,79,2,6.93,clear sky
490,Leh,IN,34.1667,77.5833,43.99,51,2,4.09,clear sky
491,Dauphin,CA,51.1494,-100.0502,56.39,60,85,2.15,overcast clouds
492,Wundanyi,KE,-3.4019,38.364,56.55,81,9,3.42,clear sky
493,Santa Maria,BR,-29.6842,-53.8069,54.19,77,0,9.55,clear sky
494,Lichinga,MZ,-13.3128,35.2406,59.09,63,0,10.36,clear sky
495,Bud,US,39.447,-86.1758,55.38,74,0,4.45,clear sky
496,College,US,64.8569,-147.8028,55.38,44,75,6.91,broken clouds
497,Aranos,NA,-24.1333,19.1167,67.57,17,0,7.58,clear sky
498,Markova,UA,48.6758,24.4138,45.16,80,83,4.68,broken clouds
499,Acapulco,MX,16.8634,-99.8901,82.22,78,20,4.61,few clouds
500,Awjilah,LY,29.1081,21.2869,70.5,57,0,8.03,clear sky
501,Mayumba,GA,-3.432,10.6554,75.54,84,100,5.77,overcast clouds
502,Barcelos,PT,41.5388,-8.6151,65.91,67,0,1.7,clear sky
503,Cotonou,BJ,6.3654,2.4183,77.25,89,34,7.72,scattered clouds
504,Hobyo,SO,5.3505,48.5268,76.33,88,86,12.8,overcast clouds
505,Miles City,US,46.4083,-105.8406,63.57,59,0,3.44,clear sky
506,Aquiraz,BR,-3.9014,-38.3911,79.18,81,27,12.12,scattered clouds
507,Alice Springs,AU,-23.7,133.8833,78.35,41,0,4.61,clear sky
508,Sabang,ID,5.8933,95.3214,77.5,87,100,11.3,overcast clouds
509,Zhigansk,RU,66.7697,123.3711,25.81,74,100,5.75,overcast clouds
510,Pangody,RU,65.85,74.4859,35.51,84,100,14.43,overcast clouds
511,Saint-Francois,FR,46.4154,3.9054,45.84,100,100,1.14,fog
512,Maumere,ID,-8.6199,122.2111,84.85,68,76,1.61,broken clouds
513,Hit,IQ,33.6416,42.8251,80.17,17,0,6.35,clear sky
514,Vostok,RU,46.4856,135.8833,34.45,45,28,11.41,scattered clouds
515,Sollies-Pont,FR,43.1898,6.0432,62.98,82,0,5.75,clear sky
516,Vung Tau,VN,10.346,107.0843,82.94,78,96,18.25,overcast clouds
517,Carauari,BR,-4.8828,-66.8958,78.06,77,89,2.84,overcast clouds
518,Kruisfontein,ZA,-34.0033,24.7314,51.89,88,3,3.58,clear sky
519,Taltal,CL,-25.4,-70.4833,56.19,78,6,4.7,clear sky
520,Plastun,RU,44.7561,136.2939,46.74,29,0,7.99,clear sky
521,Alofi,NU,-19.0595,-169.9187,77.59,81,16,15.12,few clouds
522,Mankono,CI,8.0586,-6.1897,70.59,97,81,4.43,light rain
523,Kailua,US,21.4022,-157.7394,83.61,87,62,14.47,light rain
524,Itoman,JP,26.1247,127.6694,88.57,73,20,11.5,few clouds
525,Kitwe,ZM,-12.7961,28.2477,65.14,36,21,5.1,few clouds
526,Kapiri Mposhi,ZM,-13.9652,28.6809,65.68,35,6,6.38,clear sky
527,San Jose,US,37.3394,-121.895,72.68,72,0,8.05,clear sky
528,Hervey Bay,AU,-25.2986,152.8535,75.02,53,100,7.0,overcast clouds
529,Hokitika,NZ,-42.7167,170.9667,48.79,60,53,29.01,broken clouds
530,Port Moresby,PG,-9.4431,147.1797,84.9,71,81,8.39,broken clouds
531,Ballina,AU,-28.8667,153.5667,71.02,61,100,7.27,overcast clouds
532,Kralendijk,BQ,12.15,-68.2667,84.18,79,20,12.66,few clouds
533,Saint-Denis,FR,48.9167,2.3333,57.81,90,100,5.75,overcast clouds
534,Hosbach,DE,50.0,9.2,52.11,94,32,3.67,scattered clouds
535,Yarke Pole,UA,45.608,34.3172,51.08,62,0,6.35,clear sky
536,Yar-Sale,RU,66.8333,70.8333,37.33,78,100,10.42,overcast clouds
537,Guerrero Negro,MX,27.9769,-114.0611,70.63,77,2,12.35,clear sky
538,Dunda,TZ,-8.1167,34.25,61.92,60,95,3.85,overcast clouds
539,Nanzhang,CN,31.7765,111.8386,47.3,93,100,5.7,overcast clouds
540,Taman,RU,45.2117,36.7161,61.56,55,16,10.13,few clouds
541,Tikrit,IQ,34.6071,43.6782,80.87,17,0,9.71,clear sky
542,Buta,CD,2.7858,24.73,68.29,99,100,1.25,overcast clouds
543,Portland,US,45.5234,-122.6762,66.13,77,20,1.01,few clouds
544,Srednekolymsk,RU,67.45,153.6833,26.65,54,15,17.0,few clouds
545,Cumbitara,CO,1.6517,-77.5823,59.52,98,100,2.44,heavy intensity rain
546,Toamasina,MG,-18.1667,49.3833,71.31,68,76,2.89,broken clouds
547,Stulovo,RU,58.7225,50.1439,42.62,74,100,7.52,overcast clouds
548,Shieli,KZ,44.1667,66.75,49.15,28,0,14.18,clear sky
549,Narasannapeta,IN,18.4167,84.05,80.69,86,100,5.39,overcast clouds
550,Claresholm,CA,50.0333,-113.5852,60.21,46,78,4.18,broken clouds
551,Marquetalia,CO,5.2966,-75.055,62.56,87,100,4.61,heavy intensity rain
552,Wuning,CN,29.2589,120.2311,65.12,78,100,3.89,overcast clouds
553,Semnan,IR,35.5729,53.3971,68.49,27,0,4.41,clear sky
554,Egersund,NO,58.4513,5.9997,52.09,93,100,2.06,overcast clouds
555,Konyshevka,RU,51.8418,35.2941,44.67,93,100,9.53,overcast clouds
556,Padang,ID,-0.9492,100.3543,75.25,86,100,5.91,moderate rain
557,Caravelas,BR,-17.7125,-39.2481,74.95,79,79,12.17,broken clouds
558,Noratus,AM,40.3755,45.1772,58.08,38,0,4.03,clear sky
559,Bubaque,GW,11.2833,-15.8333,81.52,79,91,7.87,overcast clouds
560,Sola,VU,-13.8833,167.55,80.8,77,33,17.09,scattered clouds
561,Isangel,VU,-19.55,169.2667,77.54,60,19,13.8,few clouds
562,Emerald,AU,-23.5333,148.1667,74.34,54,100,12.59,overcast clouds
563,Roma,US,43.2128,-75.4557,50.72,91,75,3.44,broken clouds
564,Shimoda,JP,34.6667,138.95,74.1,81,99,10.04,overcast clouds
565,Derbent,RU,42.0678,48.2899,67.89,77,0,14.72,clear sky
566,Dawlatabad,AF,36.4141,64.9053,58.19,29,0,2.3,clear sky
567,Los Algarrobos,PA,8.5,-82.4333,77.41,94,75,4.61,broken clouds
568,Andenes,NO,69.3143,16.1194,49.98,76,100,16.11,light rain
569,Patnos,TR,39.2336,42.8634,57.38,43,9,6.49,clear sky
570,Karaman,TR,37.0833,33.25,58.32,63,87,5.55,overcast clouds
571,Saint-Augustin,CA,51.226,-58.6502,52.56,75,99,9.53,overcast clouds
572,Karlskoga,SE,59.3267,14.5239,55.38,90,100,12.77,overcast clouds
573,Uniontown,US,39.9001,-79.7164,51.71,71,100,0.96,overcast clouds
574,Sayat,TM,38.7839,63.8803,53.78,20,2,9.84,clear sky
575,Tura,IN,25.5198,90.2201,73.72,92,100,2.59,overcast clouds
576,Conde,BR,-7.2597,-34.9075,74.66,88,0,4.61,clear sky
577,Lasa,IT,46.6166,10.7002,55.02,50,30,1.21,scattered clouds
578,Behshahr,IR,36.6923,53.5526,71.67,55,0,1.88,clear sky
579,Petukhovo,RU,55.0692,67.9019,40.95,48,14,8.48,few clouds
580,Gravdal,NO,68.1214,13.5031,48.61,91,100,22.44,light rain
581,Graham,US,47.0529,-122.2943,63.39,84,0,3.44,clear sky
582,Camacha,PT,33.0833,-16.3333,65.62,83,20,6.91,few clouds
583,Henties Bay,NA,-22.116,14.2845,53.46,94,3,8.79,clear sky
584,Sao Filipe,CV,14.8961,-24.4956,78.1,78,91,0.74,overcast clouds
585,Porto Velho,BR,-8.7619,-63.9039,78.85,83,0,3.44,clear sky
586,Dormidontovka,RU,47.7702,134.9076,42.6,38,0,16.17,clear sky
587,Nanacamilpa,MX,19.4833,-98.55,52.95,81,99,1.57,overcast clouds
588,Isugod,PH,9.3408,118.1196,86.54,64,100,2.55,overcast clouds
589,Churapcha,RU,62.0025,132.4325,28.49,56,15,12.75,few clouds
590,Griffith,US,41.5284,-87.4237,64.33,75,0,0.0,clear sky
591,Prince Rupert,CA,54.3161,-130.3201,58.44,86,100,4.81,overcast clouds
592,Kurilsk,RU,45.2333,147.8833,52.36,63,77,18.77,broken clouds
593,Kalaleh,IR,37.3807,55.4916,71.73,29,0,1.54,clear sky
594,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.06,95,100,3.89,moderate rain
595,Dibulla,CO,11.2725,-73.3091,79.99,84,100,5.28,overcast clouds
596,Broome,US,42.2506,-75.833,51.19,83,100,9.22,moderate rain
597,Manaure,CO,11.7751,-72.4445,83.89,76,84,16.22,broken clouds
598,Tukrah,LY,32.5341,20.5791,72.82,68,0,12.8,clear sky
599,Trogir,HR,43.5125,16.2517,62.65,42,0,5.75,clear sky
600,Soyo,AO,-6.1349,12.3689,74.91,87,87,4.79,overcast clouds
601,Koupela,BF,12.1794,-0.3517,77.65,81,50,6.98,scattered clouds
602,Port Augusta,AU,-32.5,137.7667,77.23,38,7,11.52,clear sky
603,Eqbaliyeh,IR,35.3022,51.5358,73.22,19,0,5.08,clear sky
604,Huarmey,PE,-10.0681,-78.1522,61.03,83,21,9.73,few clouds
605,Hanko,FI,59.8333,22.95,53.26,79,100,11.54,light rain
606,Ituiutaba,BR,-18.9689,-49.465,72.68,75,33,10.25,scattered clouds
607,Ust-Kut,RU,56.7938,105.7672,31.53,63,30,2.89,scattered clouds
608,Mindelo,CV,16.8901,-24.9804,78.35,83,75,4.61,broken clouds
609,Moindou,NC,-21.6924,165.677,74.44,54,0,12.3,clear sky
610,Kloulklubed,PW,7.0419,134.2556,82.9,77,100,7.4,overcast clouds
611,Khuzhir,RU,53.1939,107.3397,34.14,51,10,4.9,clear sky
612,Port-Cartier,CA,50.0334,-66.8654,51.48,94,100,3.4,overcast clouds
613,Filadelfia,US,39.9523,-75.1638,53.89,93,100,14.97,overcast clouds
614,Fundao,BR,-19.9341,-40.4047,71.13,96,100,2.66,heavy intensity rain
615,Buala,SB,-8.145,159.5921,85.08,68,88,12.88,overcast clouds
616,Dayong,CN,25.0209,118.2898,81.18,71,100,6.49,overcast clouds
617,Ambon,ID,-3.6954,128.1814,86.14,70,40,3.44,light rain
618,Vitim,RU,59.4511,112.5578,31.69,59,62,10.71,broken clouds
619,San Andres,CO,12.5847,-81.7006,84.22,79,40,5.75,thunderstorm
620,Elbrus,RU,43.2577,42.6443,47.68,88,47,7.65,scattered clouds
621,Lagos,NG,6.5833,3.75,74.89,94,80,2.19,broken clouds
622,Grand-Lahou,CI,5.1367,-5.0242,74.64,95,96,6.13,overcast clouds
623,Puerto Quijarro,BO,-17.7833,-57.7667,81.93,53,48,2.37,scattered clouds
624,Amahai,ID,-3.3333,128.9167,83.34,75,94,4.23,light rain
625,Bukachacha,RU,52.9833,116.9167,33.3,34,9,6.38,clear sky
626,Kalabo,ZM,-14.97,22.6814,66.97,24,2,5.46,clear sky
627,Maloy,NO,61.9353,5.1136,49.73,16,52,18.43,broken clouds
628,Bara,NG,10.3744,10.7288,72.81,94,84,5.03,broken clouds
629,Port-Gentil,GA,-0.7193,8.7815,77.02,82,68,8.34,broken clouds
630,Ayr,GB,55.4627,-4.6339,58.32,88,75,20.71,light rain
631,Tezu,IN,27.9167,96.1667,74.98,98,100,0.81,overcast clouds
632,Dhidhdhoo,MV,6.8833,73.1,81.55,77,100,16.4,overcast clouds
633,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,46.99,100,75,4.47,light intensity shower rain
634,Akureyri,IS,65.6835,-18.0878,40.93,93,100,25.32,overcast clouds
635,Hefei,CN,31.8639,117.2808,51.82,93,100,11.18,overcast clouds
636,Velke Bilovice,CZ,48.8493,16.8923,47.89,85,79,3.78,broken clouds
637,Kiunga,PG,-6.1219,141.2906,90.12,58,79,1.43,broken clouds
638,Rexburg,US,43.826,-111.7897,62.11,41,0,0.0,clear sky
639,Lakes Entrance,AU,-37.8811,147.981,59.16,61,100,19.08,overcast clouds
640,Balkanabat,TM,39.5108,54.3671,70.52,17,0,12.75,clear sky
641,Les Cayes,HT,18.2,-73.75,79.97,82,74,2.66,broken clouds
642,Pasni,PK,25.2631,63.471,77.68,86,1,9.31,clear sky
643,Tiznit,MA,29.5833,-9.5,68.14,52,8,1.88,clear sky
644,Praxedis Guerrero,MX,31.3667,-106.0167,76.46,45,81,7.99,broken clouds
645,Mogok,MM,22.9167,96.5,76.73,63,47,0.96,scattered clouds
646,Sioux Lookout,CA,50.1001,-91.917,57.72,80,100,5.14,overcast clouds
647,Bannu,PK,32.9854,70.6027,81.18,33,0,1.07,clear sky
648,Morondava,MG,-20.2833,44.2833,73.51,79,0,6.58,clear sky
649,Huron,US,41.1501,-82.5499,52.68,88,0,0.63,clear sky
650,Sinnamary,GF,5.3833,-52.95,78.22,87,10,8.99,clear sky
651,Praia Da Vitoria,PT,38.7333,-27.0667,68.76,85,95,10.31,light rain
652,Mamontovo,RU,52.7055,81.6244,37.94,56,100,6.93,overcast clouds
653,Vangaindrano,MG,-23.35,47.6,65.23,95,16,6.42,few clouds
654,Laja,CL,-37.2667,-72.7,48.83,92,90,2.46,overcast clouds
655,Brazzaville,CG,-4.2658,15.2832,76.19,79,59,3.22,light rain
656,Tekeli,KZ,44.83,78.8239,49.6,52,85,4.09,overcast clouds
657,Kashi,CN,39.4547,75.9797,52.81,62,1,6.71,dust
658,Niltepec,MX,16.5667,-94.6167,77.09,77,50,9.66,scattered clouds
659,Katangli,RU,51.7102,143.2326,37.83,51,12,20.62,few clouds
660,Sundumbili,ZA,-29.1337,31.3975,64.65,80,77,7.09,broken clouds
661,Smithers,CA,54.7804,-127.1743,52.12,76,75,0.0,broken clouds
662,Pierre,US,44.3683,-100.351,56.86,95,100,5.75,overcast clouds
